record_id,project_id,state_ut,district,sub_district,village,village_lgd_code,project_type,applicable_act,land_required_hectares,parcel_count,land_owner_count,affected_families,displaced_families,objections_count,hearings_count,court_case_count,compensation_assessed_inr,compensation_disbursed_inr,compensation_pending_inr,rr_assessed_inr,rr_disbursed_inr,land_record_digitization_rate,current_stage,estimated_duration_days,delay_risk_score,delayed_flag,data_provenance,synthetic_note
SYN-ACQ-00064,SYN-PROJ-00064,CHHATTISGARH,Narayanpur,Orchha,Padmeta,450012.0,Power Transmission,National Highways Act 1956,57.82,170,155,5,5,29,26,0,581051800,416337800,164714100,3941600,3844000,0.8744,Award,445,0.1135,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00065,SYN-PROJ-00065,CHHATTISGARH,Kabeerdham,Sahaspur Lohara,Mohbhatta,439749.0,Power Transmission,National Highways Act 1956,15.45,139,152,69,10,43,31,2,145488000,96468800,49019200,44792500,41683400,0.9392,Objection/Hearing,665,0.3523,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00066,SYN-PROJ-00066,CHHATTISGARH,Bijapur,Bhopalpattnam,Arepalli,450703.0,Urban Infrastructure,Railways Act 1989,32.44,172,171,27,21,46,25,0,171134000,166840100,4293800,15498700,15498700,0.6495,Completed,201,0.1023,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00067,SYN-PROJ-00067,CHHATTISGARH,Gaurela-Pendra-Marwahi,Pendra,Pandrikhar,437607.0,National Highway,RFCTLARR Act 2013,47.25,186,22,4,4,4,2,0,303373900,182638500,120735400,1025600,669600,0.8706,Award,339,0.0949,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00068,SYN-PROJ-00068,CHHATTISGARH,Balrampur-Ramanujganj,Wadrafnagar,Bengo,432138.0,Railway,National Highways Act 1956,68.64,186,160,5,5,27,11,0,346520200,293134900,53385300,2152500,2152500,0.8775,Objection/Hearing,394,0.3271,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00069,SYN-PROJ-00069,CHHATTISGARH,Dhamtari,Magarlod,Chandna,446941.0,Irrigation,National Highways Act 1956,25.84,103,54,22,8,7,3,0,185994600,176013000,9981600,16492000,15535900,0.6123,R&R,666,0.2644,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00070,SYN-PROJ-00070,CHHATTISGARH,Balod,Marri Bangla (Deori),Bharda,442944.0,Irrigation,RFCTLARR Act 2013,11.89,149,92,47,3,23,18,2,72550900,42738900,29812000,14618100,13186100,0.8881,Compensation,397,0.2672,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00071,SYN-PROJ-00071,CHHATTISGARH,Dhamtari,Kukrel,Mardapoti,447191.0,Railway,Railways Act 1989,53.35,129,31,5,3,10,4,0,506074700,404256600,101818100,925200,585400,0.7076,R&R,523,0.143,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00072,SYN-PROJ-00072,CHHATTISGARH,Mungeli,Jarhagaon,Noharkapa,438351.0,National Highway,Railways Act 1989,64.25,110,171,79,23,59,24,4,473111300,473111300,0,63764500,35877500,0.7157,Completed,442,0.2712,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00073,SYN-PROJ-00073,CHHATTISGARH,Bilaspur,Masturi,Nawagaon,438868.0,Irrigation,Other applicable statute,37.96,77,124,6,6,40,20,3,207251500,125009600,82241900,3728400,3080600,0.8416,Notification,456,0.1007,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00074,SYN-PROJ-00074,CHHATTISGARH,Gaurela-Pendra-Marwahi,Sakola,Kanchandih,437619.0,Railway,RFCTLARR Act 2013,3.94,93,34,2,2,2,1,0,21249300,14225000,7024300,492200,245300,0.9621,Compensation,396,0.1669,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00075,SYN-PROJ-00075,CHHATTISGARH,Uttar Bastar Kanker,Koylibeda,Pusawahi,448428.0,Irrigation,Railways Act 1989,27.73,59,72,28,12,11,8,1,117155400,84718400,32437000,17583200,14100500,0.9322,Scrutiny,494,0.038,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00076,SYN-PROJ-00076,CHHATTISGARH,Bemetara,Darhi,Madai,441903.0,Industrial Corridor,National Highways Act 1956,71.35,166,33,10,1,3,2,0,560304400,531258100,29046300,4399200,4399200,0.6221,Scrutiny,411,0.088,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00077,SYN-PROJ-00077,CHHATTISGARH,Balodabazar-Bhatapara,Lavan,Hardi,443834.0,Irrigation,RFCTLARR Act 2013,41.97,13,83,38,31,22,20,4,155689300,142386100,13303200,33869600,20726300,0.659,Compensation,428,0.2588,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00078,SYN-PROJ-00078,CHHATTISGARH,Balodabazar-Bhatapara,Bhatapara,Khapri,443679.0,National Highway,National Highways Act 1956,44.22,165,17,7,7,1,0,0,187716700,81071200,106645500,4395700,2982200,0.8757,R&R,529,0.2561,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00079,SYN-PROJ-00079,CHHATTISGARH,Bijapur,Bhairamgarh,Chhotegongla,451207.0,Irrigation,Other applicable statute,69.73,215,21,6,6,9,3,2,623903100,623903100,0,1129700,587600,0.6906,Completed,268,0.144,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00080,SYN-PROJ-00080,CHHATTISGARH,Rajnandgaon,Dongargaon,Jarwahi,441115.0,Industrial Corridor,Other applicable statute,42.48,47,47,23,12,3,1,0,332257300,251878700,80378600,8918400,8918400,0.572,Possession,271,0.3362,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00081,SYN-PROJ-00081,CHHATTISGARH,Uttar Bastar Kanker,Charama,Basanwahi,447494.0,Irrigation,Railways Act 1989,5.15,171,63,28,28,19,13,1,27753200,12606700,15146500,4924500,3958000,0.7316,GIS Verification,641,0.3383,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00082,SYN-PROJ-00082,CHHATTISGARH,Raigarh,Dharamjaigarh,Sajwari,434447.0,Urban Infrastructure,RFCTLARR Act 2013,50.69,120,97,24,0,31,29,2,464345100,369050600,95294600,17246300,15416400,0.7517,Possession,545,0.3392,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00083,SYN-PROJ-00083,CHHATTISGARH,Durg,Patan,Bhansuli,442739.0,Urban Infrastructure,National Highways Act 1956,67.51,45,58,16,9,10,5,1,212333300,74443000,137890300,12103300,1008900,0.9055,Notification,850,0.4552,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00084,SYN-PROJ-00084,CHHATTISGARH,Jashpur,Kunkuri,Tamasingha,434000.0,Urban Infrastructure,National Highways Act 1956,57.02,146,21,5,5,6,4,0,333244800,333244800,0,1713900,1352800,0.9755,Possession,235,0.0,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00085,SYN-PROJ-00085,CHHATTISGARH,Balod,Marri Bangla (Deori),Bhalu Konha,443011.0,Irrigation,Railways Act 1989,27.19,10,100,21,10,20,19,0,121006100,87531300,33474800,10171300,7315300,0.6685,Possession,400,0.2181,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00086,SYN-PROJ-00086,CHHATTISGARH,Uttar Bastar Kanker,Durgkondal,Nedgaon,447631.0,Industrial Corridor,National Highways Act 1956,0.52,200,56,11,11,4,3,0,22305100,12577200,9727900,8957400,5675800,0.9515,Objection/Hearing,227,0.153,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00087,SYN-PROJ-00087,CHHATTISGARH,Sarangarh-Bilaigarh,Bilaigarh,Dhaura Bhatha,444267.0,Urban Infrastructure,RFCTLARR Act 2013,32.91,149,16,5,5,1,0,0,272907800,120908000,151999700,3606700,2523000,0.9961,Notification,490,0.2415,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00088,SYN-PROJ-00088,CHHATTISGARH,Korba,Korba,Sonpuri,436316.0,Railway,National Highways Act 1956,73.79,129,35,13,0,9,6,0,179243300,109144800,70098500,4952600,2385800,0.7915,Possession,364,0.0513,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00089,SYN-PROJ-00089,CHHATTISGARH,Jashpur,Kansabel,Tatidand,433763.0,Railway,RFCTLARR Act 2013,36.96,190,56,25,0,0,0,0,136870400,117318300,19552100,17383600,11693600,0.802,Completed,365,0.3339,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00090,SYN-PROJ-00090,CHHATTISGARH,Kabeerdham,Pipariya,Koylarideeh,439101.0,Railway,Railways Act 1989,59.04,79,91,14,0,29,18,4,397214200,176744900,220469300,10015500,7713200,0.5627,R&R,865,0.521,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00091,SYN-PROJ-00091,CHHATTISGARH,Sakti,Dabhra,Siriyagarh,437137.0,Railway,National Highways Act 1956,15.39,35,23,6,4,0,0,0,46770800,35029000,11741800,2248700,1841700,0.7009,Award,319,0.0745,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00092,SYN-PROJ-00092,CHHATTISGARH,Balod,Daundilohara,Rengani,443131.0,Industrial Corridor,Railways Act 1989,43.83,111,135,59,3,45,35,4,342764700,215088800,127676000,36397200,21312600,0.7461,Proposal,588,0.2728,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00093,SYN-PROJ-00093,CHHATTISGARH,Raigarh,Gharghoda,Dhoram,434713.0,Railway,National Highways Act 1956,21.5,98,78,28,21,13,6,0,165347600,126482300,38865300,16223900,16223900,0.8044,Proposal,399,0.1758,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00094,SYN-PROJ-00094,CHHATTISGARH,Uttar Bastar Kanker,Pakhanjur,Chhotejharkatta,448260.0,Urban Infrastructure,Railways Act 1989,5.89,134,177,11,11,43,20,4,61448000,41809200,19638700,5743900,4325300,0.6377,Compensation,535,0.3041,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00095,SYN-PROJ-00095,CHHATTISGARH,Korba,Ajgarbahar,Nakiya,436309.0,Railway,Other applicable statute,6.01,153,97,23,23,13,9,0,31734800,25104700,6630200,7619500,5088300,0.7034,GIS Verification,545,0.3146,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00096,SYN-PROJ-00096,CHHATTISGARH,Balod,Balod,Pondi,443172.0,National Highway,Railways Act 1989,66.72,37,179,33,3,46,25,3,678932300,597800600,81131700,18457700,10123900,0.8022,Compensation,369,0.2639,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00097,SYN-PROJ-00097,CHHATTISGARH,Sarangarh-Bilaigarh,Baramkela,Akabartola,435769.0,Urban Infrastructure,National Highways Act 1956,74.71,83,52,7,7,19,11,0,703611900,543544900,160066900,2337100,1970300,0.6512,R&R,524,0.378,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00098,SYN-PROJ-00098,CHHATTISGARH,Dakshin Bastar Dantewada,Barsur,Muchnar,450126.0,Urban Infrastructure,RFCTLARR Act 2013,16.16,83,15,2,2,2,0,0,93439800,58748200,34691500,455000,245200,0.8431,Objection/Hearing,606,0.3215,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00099,SYN-PROJ-00099,CHHATTISGARH,Raigarh,Tamnar,Kusmel,434844.0,Urban Infrastructure,Railways Act 1989,25.35,25,158,10,10,16,12,4,228005100,118199000,109806200,3029100,2826700,0.8985,Compensation,591,0.2271,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00100,SYN-PROJ-00100,CHHATTISGARH,Dhamtari,Bhakhara,Hankara,447034.0,Railway,National Highways Act 1956,6.86,56,159,34,19,37,15,2,63611100,57992700,5618400,11516000,2858100,0.7211,Scrutiny,345,0.1162,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00101,SYN-PROJ-00101,CHHATTISGARH,Bijapur,Kutru,Omra (1),451120.0,Irrigation,Other applicable statute,31.99,207,16,1,1,2,1,0,282112600,186092400,96020200,776400,606200,0.9823,Notification,422,0.0763,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00102,SYN-PROJ-00102,CHHATTISGARH,Narayanpur,Chhotedongar,Toynar,449769.0,Power Transmission,RFCTLARR Act 2013,67.09,113,140,5,5,16,8,3,422321100,347799900,74521300,3078000,2157900,0.8556,Compensation,620,0.2704,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00103,SYN-PROJ-00103,CHHATTISGARH,Sakti,BARADWAR,Ranigaon,436994.0,National Highway,Railways Act 1989,27.99,126,146,60,5,54,44,11,259205800,78201900,181003900,38639100,29868700,0.6334,Notification,590,0.2532,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00104,SYN-PROJ-00104,CHHATTISGARH,Janjgir-Champa,Pamgarh,Pakariya,437080.0,Urban Infrastructure,RFCTLARR Act 2013,65.69,83,83,38,7,32,13,3,444823500,444823500,0,19552600,13741100,0.9066,Scrutiny,427,0.2622,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00105,SYN-PROJ-00105,CHHATTISGARH,Korea,Patna,Bodar,431451.0,Railway,RFCTLARR Act 2013,43.69,21,8,3,3,1,0,0,224572900,115625900,108947000,2472200,2236600,0.8038,Compensation,281,0.151,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00106,SYN-PROJ-00106,CHHATTISGARH,Uttar Bastar Kanker,Sarona,Mawalipara,447997.0,National Highway,Railways Act 1989,73.1,185,67,20,1,11,10,4,614933800,474814400,140119400,16765600,15024900,0.8175,Objection/Hearing,339,0.1815,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00107,SYN-PROJ-00107,CHHATTISGARH,Narayanpur,Orchha,Tadanar(Markadabeda),449944.0,Irrigation,RFCTLARR Act 2013,15.1,190,79,32,17,22,18,3,140949800,68300600,72649200,5188300,3068900,0.6381,Completed,736,0.5008,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00108,SYN-PROJ-00108,CHHATTISGARH,Durg,Ahiwara,Kherdha,442543.0,Railway,RFCTLARR Act 2013,49.97,51,169,61,6,44,22,5,435993700,366719000,69274700,18314500,18314500,0.9416,GIS Verification,268,0.1036,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00109,SYN-PROJ-00109,CHHATTISGARH,Surguja,Darima,Kuniya Kalan,433038.0,National Highway,Railways Act 1989,55.96,195,89,22,22,14,8,0,366597200,258690500,107906800,18608900,15563100,0.7328,Scrutiny,163,0.1993,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00110,SYN-PROJ-00110,CHHATTISGARH,Jashpur,Sanna,Sarudhap,433629.0,Industrial Corridor,Other applicable statute,47.07,42,49,15,15,11,9,1,384224700,201677500,182547200,5528000,2635900,0.636,R&R,433,0.2103,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00111,SYN-PROJ-00111,CHHATTISGARH,Uttar Bastar Kanker,Aamabeda,Useli,448096.0,Railway,Other applicable statute,69.39,174,160,9,9,45,35,3,685685800,305303400,380382400,5543900,3988400,0.696,Scrutiny,345,0.178,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00112,SYN-PROJ-00112,CHHATTISGARH,Gariyaband,Chhura,Amlor,445205.0,National Highway,National Highways Act 1956,42.11,161,48,14,14,2,1,0,352802500,352802500,0,4671300,3378400,0.7291,R&R,592,0.2434,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00113,SYN-PROJ-00113,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,Manpur,Ghotiya,441412.0,Urban Infrastructure,Other applicable statute,47.71,102,112,34,33,38,34,1,132221900,45064600,87157300,25818400,19858000,0.6616,Scrutiny,501,0.3345,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00114,SYN-PROJ-00114,CHHATTISGARH,Mungeli,Mungeli,Jaitpuri,438133.0,National Highway,Railways Act 1989,7.1,53,158,58,5,20,14,2,46555200,46555200,0,30601300,23667900,0.6054,Award,452,0.1515,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00115,SYN-PROJ-00115,CHHATTISGARH,Balod,Gurur,Mudpar,443364.0,Urban Infrastructure,Railways Act 1989,43.96,100,101,8,8,4,3,1,354386300,239132200,115254100,2894700,2394800,0.7284,Proposal,449,0.0844,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00116,SYN-PROJ-00116,CHHATTISGARH,Sarangarh-Bilaigarh,Sarangarh,Sarsara,435541.0,Railway,RFCTLARR Act 2013,64.44,108,87,6,6,10,9,0,615821200,541839200,73982000,1558700,1066500,0.6453,Completed,614,0.2028,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00117,SYN-PROJ-00117,CHHATTISGARH,Khairagarh-Chhuikhadan-Gandai,Khairagarh,Parsuli,440504.0,National Highway,RFCTLARR Act 2013,20.72,29,95,3,3,23,19,0,77594300,62630800,14963500,1367600,643400,0.9664,R&R,431,0.2477,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00118,SYN-PROJ-00118,CHHATTISGARH,Surajpur,Bhatgaon,Batara,432803.0,Railway,Other applicable statute,18.87,9,127,56,10,30,27,3,149655000,74853800,74801200,36646400,14512900,0.7616,Completed,500,0.1798,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00119,SYN-PROJ-00119,CHHATTISGARH,Balodabazar-Bhatapara,Simga,Jangda (Jangla),443546.0,Railway,RFCTLARR Act 2013,61.03,130,150,58,29,38,22,3,376851100,322703900,54147200,22365500,10949900,0.9392,R&R,305,0.1336,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00120,SYN-PROJ-00120,CHHATTISGARH,Uttar Bastar Kanker,Pakhanjur,Kali Nagar,448241.0,National Highway,RFCTLARR Act 2013,72.87,192,47,3,3,7,5,0,694437200,533240100,161197200,2579000,1418500,0.7907,Award,524,0.1729,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00121,SYN-PROJ-00121,CHHATTISGARH,Surguja,Lundra,Sakhouli,433368.0,Railway,National Highways Act 1956,41.09,109,68,11,10,5,3,0,333044600,187663500,145381100,1829600,317100,0.6294,Proposal,376,0.2031,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00122,SYN-PROJ-00122,CHHATTISGARH,Kabeerdham,Sahaspur Lohara,Koylari,439635.0,Irrigation,Other applicable statute,54.46,205,78,1,1,25,12,0,202022800,57695900,144326900,810900,356200,0.9552,Notification,266,0.2965,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
SYN-ACQ-00123,SYN-PROJ-00123,CHHATTISGARH,Dhamtari,Magarlod,Bhotha,446936.0,Industrial Corridor,National Highways Act 1956,74.74,54,59,21,2,14,8,0,324053400,237560000,86493500,9333400,6436100,0.9114,Compensation,464,0.1348,0,SYNTHETIC_DEMO,Prototype-only synthetic acquisition record linked to a real Survey of India village boundary; not a government acquisition record.
